study_id,series_id,image_id,save_name,shape,shape_crop,window,crop_starts,photometric_interpreation,series_number,instance_number
5e15393e8483,75f3149be3f5,65cc904992df,5e15393e8483_65cc904992df.png,"(2536, 3048)","(2536, 3035)","(3169.0, 15542.0)","(0, 13)",MONOCHROME1,1,1
e24e639f39a9,4c8eded12ebe,65d1ea45af3f,e24e639f39a9_65d1ea45af3f.png,"(2320, 2832)","(2320, 2832)","(130.0, 3569.0)","(0, 0)",MONOCHROME2,1,1
a2e68abf134c,100c52bd3bb6,65f07a999eae,a2e68abf134c_65f07a999eae.png,"(2336, 2836)","(2336, 2836)","(3709.0, 14127.0)","(0, 0)",MONOCHROME1,1,1
8cef368b3a7d,78f6b9f9ef77,65f956401813,8cef368b3a7d_65f956401813.png,"(2400, 2880)","(2352, 2803)","(720.0, 10112.0)","(24, 77)",MONOCHROME2,,
6ca510d3e776,ef35b253d192,6606cab99998,6ca510d3e776_6606cab99998.png,"(2544, 3056)","(2529, 2980)","(160.0, 3540.0)","(0, 72)",MONOCHROME2,1,1
161664ae65cc,0321ef896db3,6607594d8cb9,161664ae65cc_6607594d8cb9.png,"(2428, 2428)","(2427, 2427)","(40.0, 3787.0)","(0, 0)",MONOCHROME2,1,4
9b978a92670c,996911c49846,6614fa860542,9b978a92670c_6614fa860542.png,"(3052, 3052)","(3052, 3052)","(91.0, 2754.0)","(0, 0)",MONOCHROME2,1,1
f165b4c4c8f9,e67224b25d5a,6640cb880cec,f165b4c4c8f9_6640cb880cec.png,"(3052, 3052)","(3052, 3052)","(30.0, 3464.0)","(0, 0)",MONOCHROME2,1,1
690e42810486,c818e8cd2cae,664d5de15c35,690e42810486_664d5de15c35.png,"(2852, 3052)","(2852, 3052)","(52.0, 1454.0)","(0, 0)",MONOCHROME1,1,1
1dfdde901558,d6e517837263,66526ae5dfc7,1dfdde901558_66526ae5dfc7.png,"(2539, 2913)","(2539, 2851)","(48.0, 2844.0)","(0, 0)",MONOCHROME2,5,1
75b33f606cf5,22ba1b870588,66547689da3f,75b33f606cf5_66547689da3f.png,"(2336, 2836)","(2336, 2836)","(1991.0, 15884.0)","(0, 0)",MONOCHROME1,1,1
7bf83b446661,9e8a6ba9325e,6654e880e061,7bf83b446661_6654e880e061.png,"(2540, 2880)","(2400, 2880)","(1570.0, 12792.0)","(70, 0)",MONOCHROME2,,
eb17643599fd,bcd5fe18fc1d,6656a202d5e9,eb17643599fd_6656a202d5e9.png,"(2539, 3050)","(2500, 3050)","(23.0, 3710.0)","(39, 0)",MONOCHROME2,3,1
aee6f16805c5,95e787961bc4,66576b208730,aee6f16805c5_66576b208730.png,"(3032, 3032)","(3029, 3028)","(6.0, 3625.0)","(0, 4)",MONOCHROME2,1,1
4afcd8aa1ebd,16ba0c641702,6660efe110ef,4afcd8aa1ebd_6660efe110ef.png,"(2320, 2832)","(2320, 2525)","(82.0, 3515.0)","(0, 80)",MONOCHROME2,1,1
25134b8c00cb,0f04b3b9ef29,666c29095860,25134b8c00cb_666c29095860.png,"(2752, 3119)","(2752, 3119)","(366.0, 3479.0)","(0, 0)",MONOCHROME2,1,1
eaf7e92ddbd6,4f48ab6ac536,666e1850f190,eaf7e92ddbd6_666e1850f190.png,"(2330, 2846)","(2330, 2846)","(439.0, 3480.0)","(0, 0)",MONOCHROME2,1,1
da08e385dcb7,917aff34243e,666f26fc1ac5,da08e385dcb7_666f26fc1ac5.png,"(3488, 4256)","(3486, 4255)","(81.0, 3616.0)","(0, 0)",MONOCHROME2,1,1
3f1e5e240522,993775843800,66712e2fc6a4,3f1e5e240522_66712e2fc6a4.png,"(2455, 2974)","(2454, 2972)","(67.0, 3494.0)","(0, 0)",MONOCHROME2,2,1
2eec002c1953,0295b5316fd0,6687e52aec5f,2eec002c1953_6687e52aec5f.png,"(2544, 3056)","(2540, 3052)","(20.0, 3459.0)","(4, 0)",MONOCHROME2,1,1
a059024800d5,4986760b05d0,6699f436fd28,a059024800d5_6699f436fd28.png,"(2436, 2759)","(2436, 2759)","(759.0, 3776.0)","(0, 0)",MONOCHROME2,1,1
df1750048937,2b0d04dd2abd,6699ff481799,df1750048937_6699ff481799.png,"(2544, 3056)","(2541, 3052)","(13.0, 3034.0)","(0, 4)",MONOCHROME2,1,1
72096a738cea,b7a5314c93a1,669b2ae5a591,72096a738cea_669b2ae5a591.png,"(2800, 3408)","(2800, 3408)","(1131.0, 14039.0)","(0, 0)",MONOCHROME1,1,1
4d11294713ad,3527b13c6b4b,66a513ecac8f,4d11294713ad_66a513ecac8f.png,"(3480, 4248)","(3480, 4248)","(95.0, 3596.0)","(0, 0)",MONOCHROME2,1,1
c860f58d8e70,6d8ada1f6ef2,66a76500f83b,c860f58d8e70_66a76500f83b.png,"(2991, 2992)","(2991, 2991)","(105.0, 3034.0)","(0, 0)",MONOCHROME2,1,1
586d54b2a31a,dbd6451bf461,66b1f8f4b3cf,586d54b2a31a_66b1f8f4b3cf.png,"(1140, 1387)","(1140, 1387)","(18.0, 4087.0)","(0, 0)",MONOCHROME2,1,1
26648048b098,3c1e53db615a,66b86b95c76a,26648048b098_66b86b95c76a.png,"(2540, 2880)","(2400, 2880)","(1192.0, 11379.0)","(70, 0)",MONOCHROME2,,
9178d88ead3c,2ed92f0daec3,66be1a0176b4,9178d88ead3c_66be1a0176b4.png,"(2590, 2840)","(2590, 2840)","(51.0, 2426.0)","(0, 0)",MONOCHROME2,1,1
b08ae0efd88e,810c617c81ec,66beec6db90c,b08ae0efd88e_66beec6db90c.png,"(2336, 2836)","(2336, 2836)","(976.0, 14232.0)","(0, 0)",MONOCHROME1,1,1
e4645a71f19b,ce45782e9560,66c53504185f,e4645a71f19b_66c53504185f.png,"(3480, 4240)","(3480, 4240)","(92.0, 3346.0)","(0, 0)",MONOCHROME2,1,1
df21842cfe5e,10698093a905,66c5884489fb,df21842cfe5e_66c5884489fb.png,"(2320, 2832)","(2320, 2832)","(7.0, 219.0)","(0, 0)",MONOCHROME2,1,1
9b84e9c337df,c0e9e2e09715,66d4f74e63cc,9b84e9c337df_66d4f74e63cc.png,"(3480, 4248)","(3367, 3335)","(2.0, 3507.0)","(93, 810)",MONOCHROME2,1,1
d0ffd8ac78ea,1ee84c0f3a0e,66dabc6f972d,d0ffd8ac78ea_66dabc6f972d.png,"(3480, 4240)","(3480, 4240)","(162.0, 3944.0)","(0, 0)",MONOCHROME2,2,1
aa7dce7556b0,1a4b55689f4e,66dbe0398480,aa7dce7556b0_66dbe0398480.png,"(2330, 2846)","(2330, 2846)","(20.0, 3450.0)","(0, 0)",MONOCHROME2,1,1
ba641ed9827c,3924732c00c2,66df9cea79fd,ba641ed9827c_66df9cea79fd.png,"(2539, 3050)","(2539, 3050)","(30.0, 3336.0)","(0, 0)",MONOCHROME2,3,1
70181e40a550,98600b5e1a1d,6704fd5a65b9,70181e40a550_6704fd5a65b9.png,"(2021, 2021)","(2021, 2021)","(134.0, 5811.0)","(0, 0)",MONOCHROME2,1798,1
8072ea43a9ef,73f0c2c7f119,670d9645d4a4,8072ea43a9ef_670d9645d4a4.png,"(2330, 2846)","(2330, 2846)","(16.0, 3663.0)","(0, 0)",MONOCHROME2,1,1
f98438a1cf12,6708de462f1e,6713c2b6c0a6,f98438a1cf12_6713c2b6c0a6.png,"(2520, 3032)","(2516, 3028)","(152.0, 3017.0)","(4, 0)",MONOCHROME2,4,1
e8c39fbf94ea,f68839982b07,671c789ea79a,e8c39fbf94ea_671c789ea79a.png,"(2539, 2647)","(2529, 2580)","(159.0, 3594.0)","(0, 63)",MONOCHROME2,1,1
a4e94133d95a,d67b58c10af4,6728e11290af,a4e94133d95a_6728e11290af.png,"(1760, 2140)","(1576, 1834)","(818.0, 3686.0)","(166, 304)",MONOCHROME2,2,1
fc86da3ecf75,fd7093edb392,672aed2a462b,fc86da3ecf75_672aed2a462b.png,"(3052, 3012)","(3052, 3012)","(61.0, 1456.0)","(0, 0)",MONOCHROME1,1,1
35e62487a0aa,4c8b604da7b9,6732a1608a89,35e62487a0aa_6732a1608a89.png,"(2800, 3408)","(2800, 3408)","(1670.0, 14815.0)","(0, 0)",MONOCHROME1,1,1
659e18eb801e,7b3b2bc88888,6739839069f8,659e18eb801e_6739839069f8.png,"(2336, 2836)","(2336, 2836)","(1178.0, 15112.0)","(0, 0)",MONOCHROME1,1,1
e479851df410,3302471d9867,673f5c24fab8,e479851df410_673f5c24fab8.png,"(3488, 4256)","(3486, 4179)","(21.0, 3458.0)","(0, 0)",MONOCHROME2,1,1
2471ea011908,6944b151d2db,6749c82ba05c,2471ea011908_6749c82ba05c.png,"(3052, 3052)","(3052, 3052)","(91.0, 1439.0)","(0, 0)",MONOCHROME1,1,1
d7f85b6dc2ea,dcea9ac440bc,674e9bd35d12,d7f85b6dc2ea_674e9bd35d12.png,"(2416, 2872)","(2276, 2872)","(58.0, 211.0)","(70, 0)",MONOCHROME2,,
97621dde2dd7,1a7f3fd1e20a,676053647908,97621dde2dd7_676053647908.png,"(4280, 3520)","(4268, 3308)","(69.0, 4036.0)","(0, 212)",MONOCHROME1,1002,1002
1ffc645c759a,313a959b109a,6769744fcb52,1ffc645c759a_6769744fcb52.png,"(2470, 2464)","(2468, 2460)","(2387.0, 12206.0)","(2, 2)",MONOCHROME1,1,1
1594ca188938,ee93c12312fa,67711054b6b0,1594ca188938_67711054b6b0.png,"(2436, 3032)","(2436, 3032)","(4147.0, 64734.0)","(0, 0)",MONOCHROME1,1,1
cc4d29e2b176,b89cc76dbca3,6792b9b0329d,cc4d29e2b176_6792b9b0329d.png,"(2516, 2955)","(2516, 2955)","(2.0, 3372.0)","(0, 0)",MONOCHROME2,2,1
853df92b47be,55144dba42a0,6797654b79bc,853df92b47be_6797654b79bc.png,"(3480, 4240)","(2825, 3454)","(29.0, 229.0)","(655, 786)",MONOCHROME2,1,1
75de22fce271,d598ec0b272a,67995d63d73a,75de22fce271_67995d63d73a.png,"(2048, 2451)","(2040, 2448)","(452.0, 3516.0)","(8, 2)",MONOCHROME2,1,1
b714907cbdc7,bcbedb3b7b83,67a7cd9cc95f,b714907cbdc7_67a7cd9cc95f.png,"(2481, 2787)","(2481, 2787)","(4493.0, 16341.0)","(0, 0)",MONOCHROME1,1,1
512a9622ca0f,3f5a056f8ba3,67abaa5570f0,512a9622ca0f_67abaa5570f0.png,"(2012, 2012)","(2012, 2012)","(538.0, 4298.0)","(0, 0)",MONOCHROME2,7238,1
4fb1f71d298c,4ebb84c327fe,67ad8c8afe8c,4fb1f71d298c_67ad8c8afe8c.png,"(1760, 2140)","(1706, 2138)","(83.0, 3572.0)","(0, 0)",MONOCHROME2,1,1
990599c35260,2f0068e02949,67aecc8a3015,990599c35260_67aecc8a3015.png,"(2536, 3048)","(2536, 3048)","(23.0, 3455.0)","(0, 0)",MONOCHROME2,1,1
2f9246cbb78a,70bccfc8c906,67b1b1cc7551,2f9246cbb78a_67b1b1cc7551.png,"(2336, 2836)","(2336, 2836)","(2014.0, 15328.0)","(0, 0)",MONOCHROME1,1,1
5c5a8fe1d563,eb7927a81524,67d53eb736bd,5c5a8fe1d563_67d53eb736bd.png,"(2365, 2358)","(2361, 2351)","(5097.0, 13939.0)","(4, 4)",MONOCHROME1,1,1
061d2ddaddd1,a8720bd0d827,67ea53f37acf,061d2ddaddd1_67ea53f37acf.png,"(2317, 3032)","(2317, 3029)","(71.0, 3309.0)","(0, 3)",MONOCHROME2,1,1
c9b48db00217,3a10b9368228,680a0a3ed00c,c9b48db00217_680a0a3ed00c.png,"(2874, 2840)","(2874, 2840)","(1607.0, 15667.0)","(0, 0)",MONOCHROME1,1,1
cc7cafd867f1,63df520e006a,6813965b522a,cc7cafd867f1_6813965b522a.png,"(2336, 2836)","(2336, 2836)","(3278.0, 15563.0)","(0, 0)",MONOCHROME1,1,1
89cb02de68a7,37d9656a68f5,681914e0f60d,89cb02de68a7_681914e0f60d.png,"(3480, 4248)","(3462, 4248)","(73.0, 3398.0)","(0, 0)",MONOCHROME2,1,1
6ce999aa308f,2f755e447fb9,681ed0b5dff2,6ce999aa308f_681ed0b5dff2.png,"(2328, 2928)","(1171, 1518)","(1.0, 209.0)","(268, 942)",MONOCHROME2,1,1
34d9932348fd,b5ec79be81fb,68272dc9af0c,34d9932348fd_68272dc9af0c.png,"(3032, 3032)","(3029, 3028)","(78.0, 3522.0)","(0, 4)",MONOCHROME2,1,1
614be300927d,1b5cde11b7cf,682dc5e0de25,614be300927d_682dc5e0de25.png,"(2536, 3048)","(2536, 3048)","(3395.0, 14909.0)","(0, 0)",MONOCHROME1,1,1
11f67b33dc61,d3fc45b142ea,6842040e66c9,11f67b33dc61_6842040e66c9.png,"(2540, 2880)","(2400, 2880)","(1827.0, 11500.0)","(70, 0)",MONOCHROME2,,
4ebaaa8b1eb2,c3f7aa3d1ea2,684230477525,4ebaaa8b1eb2_684230477525.png,"(2336, 2836)","(2336, 2836)","(3737.0, 15013.0)","(0, 0)",MONOCHROME1,2,1
732475ef8c2c,834029e32672,685114c3c9fd,732475ef8c2c_685114c3c9fd.png,"(2520, 3032)","(2516, 3027)","(128.0, 3460.0)","(4, 0)",MONOCHROME2,1,1
44fafe9c97eb,42064a3563ae,685ec8f1aa86,44fafe9c97eb_685ec8f1aa86.png,"(2336, 2836)","(2336, 2836)","(1875.0, 15661.0)","(0, 0)",MONOCHROME1,1,1
7416b5cbc531,47937ce4cd4d,6861c5992717,7416b5cbc531_6861c5992717.png,"(2800, 3408)","(2800, 3408)","(2898.0, 14562.0)","(0, 0)",MONOCHROME1,4,1
e2998bb6695c,c5a2d4adf57b,686c25134e34,e2998bb6695c_686c25134e34.png,"(2520, 3032)","(2516, 3027)","(1881.0, 3483.0)","(4, 0)",MONOCHROME2,1,1
8b41c96e9f63,87827ce7b209,687af7523c99,8b41c96e9f63_687af7523c99.png,"(3480, 4240)","(3480, 4240)","(99.0, 3605.0)","(0, 0)",MONOCHROME2,1,1
20e00874f8ee,b69ca439d15d,6896ce94b652,20e00874f8ee_6896ce94b652.png,"(2967, 2980)","(2966, 2978)","(55.0, 3573.0)","(0, 0)",MONOCHROME2,1,1
a6053c14099b,151a8cae0a0e,689db4ab5ab5,a6053c14099b_689db4ab5ab5.png,"(2856, 2616)","(2856, 2616)","(1147.0, 12056.0)","(0, 0)",MONOCHROME1,1,1
597671ef6252,ee56eeec565e,689de19fcc96,597671ef6252_689de19fcc96.png,"(2801, 2992)","(2801, 2991)","(325.0, 3150.0)","(0, 0)",MONOCHROME2,1,1
e0944b64b80c,99fcda5acb3a,689e6d59255a,e0944b64b80c_689e6d59255a.png,"(3052, 3052)","(3052, 3052)","(48.0, 1515.0)","(0, 0)",MONOCHROME1,1,1
d172b5d65314,8d4e4f21392b,68ad4b624a6d,d172b5d65314_68ad4b624a6d.png,"(3480, 4240)","(3480, 4240)","(41.0, 3627.0)","(0, 0)",MONOCHROME2,3,1
31b0af5bc54d,e6bfa017ecef,68b91c11b2dd,31b0af5bc54d_68b91c11b2dd.png,"(2796, 3028)","(2796, 3028)","(59.0, 1450.0)","(0, 0)",MONOCHROME1,1,1
69ce4e6043bb,77db93b9b857,68bc4ba8b00a,69ce4e6043bb_68bc4ba8b00a.png,"(2544, 3056)","(2521, 3044)","(58.0, 3414.0)","(20, 4)",MONOCHROME2,1,1
0862f314ec92,aa560511977a,68bc7bc6ad65,0862f314ec92_68bc7bc6ad65.png,"(3050, 2539)","(2969, 2539)","(91.0, 3807.0)","(0, 0)",MONOCHROME2,1,1
1e4e4732d5e7,e9c3e59b8e2f,68c2caf8710a,1e4e4732d5e7_68c2caf8710a.png,"(2341, 2962)","(2341, 2961)","(77.0, 2660.0)","(0, 0)",MONOCHROME2,1,1
c176c69d5939,32a0506ab2c1,68c53e6fabfa,c176c69d5939_68c53e6fabfa.png,"(3000, 2716)","(3000, 2712)","(91.0, 3580.0)","(0, 2)",MONOCHROME2,1,1
0680d8beb75f,2279d0580c4d,68c7b2a6fd54,0680d8beb75f_68c7b2a6fd54.png,"(3480, 4240)","(3290, 3283)","(1.0, 210.0)","(190, 133)",MONOCHROME2,1,1
9cceed954b94,2825ba099a22,68ca41778c30,9cceed954b94_68ca41778c30.png,"(2536, 3048)","(2536, 3048)","(142.0, 3345.0)","(0, 0)",MONOCHROME2,1,1
13b60143c0f5,0d17fe83497e,68ce4e0fabae,13b60143c0f5_68ce4e0fabae.png,"(3480, 4240)","(3480, 4240)","(636.0, 3565.0)","(0, 0)",MONOCHROME2,1,1
602ee70cb61a,61441fb5068a,68d2e8216f77,602ee70cb61a_68d2e8216f77.png,"(2336, 2836)","(2336, 2836)","(2416.0, 15933.0)","(0, 0)",MONOCHROME1,1,1
f7ae051fa2f4,76c01e39609c,68ed8274ae7e,f7ae051fa2f4_68ed8274ae7e.png,"(3480, 4240)","(3142, 3441)","(5.0, 224.0)","(13, 367)",MONOCHROME2,1,1
33354bc058ae,75b0a0be5fc6,68f068c70a64,33354bc058ae_68f068c70a64.png,"(3480, 4248)","(3480, 4248)","(76.0, 3764.0)","(0, 0)",MONOCHROME2,1,1
1b5ca94ac38b,d4e6cee2e8a9,68fcf433c6fe,1b5ca94ac38b_68fcf433c6fe.png,"(2416, 2872)","(2276, 2872)","(53.0, 213.0)","(70, 0)",MONOCHROME2,,
a26c23e61853,8170c3e9889d,68fefe8da0b5,a26c23e61853_68fefe8da0b5.png,"(3480, 4248)","(3480, 4248)","(3191.0, 12362.0)","(0, 0)",MONOCHROME1,1,1
de7934b835ca,8938f04190e7,691e08460a87,de7934b835ca_691e08460a87.png,"(2991, 2992)","(2991, 2991)","(86.0, 2882.0)","(0, 0)",MONOCHROME2,1,1
bf89768fd788,0a3159c3b1b9,692bdb3acbd8,bf89768fd788_692bdb3acbd8.png,"(2064, 2525)","(2064, 2525)","(2200.0, 12426.0)","(0, 0)",MONOCHROME1,1,1
be27e91fa4a7,bdca7dad383b,692f1f18f529,be27e91fa4a7_692f1f18f529.png,"(1140, 1387)","(1140, 1249)","(326.0, 4038.0)","(0, 138)",MONOCHROME2,1,1
961761c43308,fc8b9218e2be,69375ca1d84b,961761c43308_69375ca1d84b.png,"(2330, 2846)","(2330, 2846)","(32.0, 3391.0)","(0, 0)",MONOCHROME2,1,1
4b9f90e96569,24616968c741,694094fb7f6a,4b9f90e96569_694094fb7f6a.png,"(3488, 4256)","(3486, 4255)","(12.0, 3711.0)","(0, 0)",MONOCHROME2,1,1
0b8dd4003cc7,95c86f2d3316,694e4b99f8ea,0b8dd4003cc7_694e4b99f8ea.png,"(3480, 4248)","(3480, 3691)","(250.0, 1850.0)","(0, 557)",MONOCHROME1,2,1
b22e2537daa0,d24013464ab7,69522a81a9b6,b22e2537daa0_69522a81a9b6.png,"(2446, 2630)","(2405, 2617)","(57.0, 3324.0)","(41, 13)",MONOCHROME2,1,1
e509fde57a70,931bfb315dcc,696797119b49,e509fde57a70_696797119b49.png,"(3488, 4256)","(3486, 4255)","(52.0, 3454.0)","(0, 0)",MONOCHROME2,1,1
ff5948fb8ea9,ec69284a1372,6967d87c4eb6,ff5948fb8ea9_6967d87c4eb6.png,"(3488, 4256)","(3486, 4255)","(96.0, 3554.0)","(0, 0)",MONOCHROME2,1,1
2f9310ed2cb2,b03e65925312,69685bdd3e89,2f9310ed2cb2_69685bdd3e89.png,"(3488, 4256)","(3487, 4255)","(11.0, 3481.0)","(0, 0)",MONOCHROME2,1,1
01805585ad69,9730e0a5287d,696a6fb47142,01805585ad69_696a6fb47142.png,"(2330, 2846)","(2330, 2846)","(79.0, 3497.0)","(0, 0)",MONOCHROME2,1,1
bf3ba5075cab,75996ca60e2f,696dd2b20ebc,bf3ba5075cab_696dd2b20ebc.png,"(2320, 2832)","(2320, 2832)","(33.0, 3514.0)","(0, 0)",MONOCHROME2,1,1
95796dc2eced,d0d14f8b10f6,6970c59656c9,95796dc2eced_6970c59656c9.png,"(2336, 2836)","(2336, 2836)","(737.0, 14471.0)","(0, 0)",MONOCHROME1,2,1
3865c0d08f85,6751cf81e81c,6973c4f114b7,3865c0d08f85_6973c4f114b7.png,"(2158, 2386)","(2158, 2386)","(4479.0, 16049.0)","(0, 0)",MONOCHROME2,,
7da2b553b5ce,7ff7b9ac8d5b,697ea3ceee9e,7da2b553b5ce_697ea3ceee9e.png,"(2336, 2836)","(2336, 2836)","(1337.0, 14917.0)","(0, 0)",MONOCHROME1,1,1
53f3c8c16f5d,f20ece936aa8,697eaa2d79b5,53f3c8c16f5d_697eaa2d79b5.png,"(2520, 3032)","(2517, 3028)","(892.0, 3710.0)","(0, 0)",MONOCHROME2,1,1
f0644c47ebfc,78f334f628ed,6981cea218db,f0644c47ebfc_6981cea218db.png,"(2336, 2652)","(2336, 2641)","(3078.0, 16508.0)","(0, 0)",MONOCHROME1,1,1
9d85cfba99ae,347b559b48f8,699803decf1c,9d85cfba99ae_699803decf1c.png,"(2800, 3408)","(2800, 3408)","(117.0, 3022.0)","(0, 0)",MONOCHROME2,1,1
3a54ca31df78,5986782176f9,69a9079584a8,3a54ca31df78_69a9079584a8.png,"(2800, 3408)","(2800, 3408)","(3719.0, 14742.0)","(0, 0)",MONOCHROME1,1,1
f025d675b893,140f54905a9a,69aaaf77efdb,f025d675b893_69aaaf77efdb.png,"(3480, 4248)","(3480, 4224)","(859.0, 15175.0)","(0, 24)",MONOCHROME1,1,1
a606d1cb54cf,8065ef989faa,69c6eabf4e91,a606d1cb54cf_69c6eabf4e91.png,"(3480, 4248)","(3480, 4248)","(867.0, 11999.0)","(0, 0)",MONOCHROME1,1,1
1c70fec4be1a,8db09ba26c61,69c87a26bf46,1c70fec4be1a_69c87a26bf46.png,"(2330, 2846)","(2330, 2846)","(199.0, 3540.0)","(0, 0)",MONOCHROME2,1,1
bf6f84cba47f,4ad3fb9fb23e,69cd165ecf4c,bf6f84cba47f_69cd165ecf4c.png,"(3488, 4256)","(3469, 4255)","(27.0, 3644.0)","(17, 0)",MONOCHROME2,1,1
f171762263b3,252f9ba8169d,6a00337d651e,f171762263b3_6a00337d651e.png,"(2894, 2904)","(2884, 2904)","(430.0, 3539.0)","(0, 0)",MONOCHROME2,2,1
c3104be06049,c92be81a7c5e,6a0d949352d9,c3104be06049_6a0d949352d9.png,"(2544, 3056)","(2540, 3052)","(8.0, 2886.0)","(4, 0)",MONOCHROME2,1,1
f689f3fba17a,8a21be88f772,6a1001b99a50,f689f3fba17a_6a1001b99a50.png,"(2330, 2846)","(2330, 2846)","(34.0, 3598.0)","(0, 0)",MONOCHROME2,1,1
b134a98f78d7,4b9c73c75009,6a106096c000,b134a98f78d7_6a106096c000.png,"(2180, 2660)","(2175, 2565)","(55.0, 3671.0)","(4, 46)",MONOCHROME2,1,1
637e273ff96d,a522cb65dd3b,6a1492a16c7b,637e273ff96d_6a1492a16c7b.png,"(2336, 2836)","(2336, 2836)","(930.0, 14652.0)","(0, 0)",MONOCHROME1,1,1
4af9fd126565,1f983998389c,6a2b0d162de5,4af9fd126565_6a2b0d162de5.png,"(2336, 2836)","(2336, 2836)","(6029.0, 19439.0)","(0, 0)",MONOCHROME1,1,1
fa1c23bc4d54,fdec83b8a92f,6a324a999346,fa1c23bc4d54_6a324a999346.png,"(2336, 2836)","(2336, 2836)","(3897.0, 16329.0)","(0, 0)",MONOCHROME1,1,1
7d3c837a7644,57528c8cf45e,6a337bc47bac,7d3c837a7644_6a337bc47bac.png,"(3000, 2987)","(3000, 2981)","(11.0, 3803.0)","(0, 3)",MONOCHROME2,1,1
cb6673ee6433,ae397a8a998a,6a5c1e638c4d,cb6673ee6433_6a5c1e638c4d.png,"(2936, 2955)","(2935, 2953)","(277.0, 3483.0)","(0, 0)",MONOCHROME2,1,1
6afb7e8af8b3,048cdda19216,6a65015db6d9,6afb7e8af8b3_6a65015db6d9.png,"(2302, 3050)","(2231, 3030)","(203.0, 3562.0)","(0, 20)",MONOCHROME2,1,1
6ce223a86ce2,29d21738994e,6a68df986523,6ce223a86ce2_6a68df986523.png,"(2330, 2846)","(2330, 2846)","(12.0, 3568.0)","(0, 0)",MONOCHROME2,1,1
d3a94080741c,fed51a79808a,6a80fbffe6d9,d3a94080741c_6a80fbffe6d9.png,"(3488, 4256)","(3486, 4255)","(20.0, 3644.0)","(0, 0)",MONOCHROME2,1,1
c6c5e04f3a24,819e5d560493,6a8ed4525b97,c6c5e04f3a24_6a8ed4525b97.png,"(2918, 3000)","(2916, 2999)","(15.0, 3653.0)","(1, 0)",MONOCHROME2,1,1
c5a5dd5ecc62,1ee25f80fbf2,6a90613b6bfb,c5a5dd5ecc62_6a90613b6bfb.png,"(2914, 2955)","(2914, 2955)","(73.0, 3352.0)","(0, 0)",MONOCHROME2,1,1
ba27bcbd6881,d300cb010b90,6a93346150a4,ba27bcbd6881_6a93346150a4.png,"(2540, 2880)","(2400, 2880)","(1715.0, 11868.0)","(70, 0)",MONOCHROME2,,
9032f7dfa5b7,7c24a570bb60,6a9d97bd8458,9032f7dfa5b7_6a9d97bd8458.png,"(2320, 2828)","(2189, 2280)","(1551.0, 14121.0)","(84, 438)",MONOCHROME1,1,1
c01889462e54,ee66d5cfc644,6a9fdf2adef5,c01889462e54_6a9fdf2adef5.png,"(2336, 2836)","(2336, 2836)","(3369.0, 16120.0)","(0, 0)",MONOCHROME1,1,1
5e0bd92365e0,925f6e74dc76,6aac8913410b,5e0bd92365e0_6aac8913410b.png,"(2336, 2836)","(2336, 2836)","(3042.0, 14942.0)","(0, 0)",MONOCHROME1,1,1
11c2f3a476ec,08f552bc7caf,6aadfed4ee85,11c2f3a476ec_6aadfed4ee85.png,"(3480, 4240)","(3480, 4240)","(2932.0, 14751.0)","(0, 0)",MONOCHROME1,1,1
912f0bf73b2c,330ed33b68a8,6abd41e48004,912f0bf73b2c_6abd41e48004.png,"(3480, 4240)","(3480, 4240)","(149.0, 3612.0)","(0, 0)",MONOCHROME2,1,1
159c607b0f88,d6e1c5901510,6ac7da38e8e8,159c607b0f88_6ac7da38e8e8.png,"(2539, 3050)","(2539, 3016)","(725.0, 3817.0)","(0, 30)",MONOCHROME2,1,1
48e089b6f3cb,423436d6c495,6ac8639dd416,48e089b6f3cb_6ac8639dd416.png,"(3488, 4256)","(3487, 4255)","(33.0, 3450.0)","(0, 0)",MONOCHROME2,1,1
d7cd1349ab41,c2a2e683e49d,6ad1a5c3e2de,d7cd1349ab41_6ad1a5c3e2de.png,"(2544, 3056)","(2540, 2962)","(225.0, 3612.0)","(4, 94)",MONOCHROME2,1,1
086f0ab55636,338f7c77a221,6ad4a0268f1c,086f0ab55636_6ad4a0268f1c.png,"(2450, 2510)","(2446, 2505)","(475.0, 3201.0)","(4, 5)",MONOCHROME2,1,1
df89f8a12033,2d99927da6e7,6adce4fc71b0,df89f8a12033_6adce4fc71b0.png,"(2874, 2840)","(2874, 2840)","(1606.0, 14964.0)","(0, 0)",MONOCHROME1,1,1
da535a527858,102484634d1a,6ae5b0d0b1e3,da535a527858_6ae5b0d0b1e3.png,"(2010, 2446)","(1981, 2446)","(16.0, 4084.0)","(0, 0)",MONOCHROME2,1,1
43e48c2c4291,c69feb5981ed,6ae7f30df43f,43e48c2c4291_6ae7f30df43f.png,"(2991, 2992)","(2991, 2991)","(95.0, 3009.0)","(0, 0)",MONOCHROME2,3,1
3a92284ff753,1b9a7340f947,6b09faf8025c,3a92284ff753_6b09faf8025c.png,"(2388, 3050)","(2322, 3049)","(1020.0, 3605.0)","(63, 1)",MONOCHROME2,3,1
ebbd78acb0e0,5a76fa596a0e,6b0f197bf103,ebbd78acb0e0_6b0f197bf103.png,"(3480, 4240)","(3480, 4240)","(83.0, 3638.0)","(0, 0)",MONOCHROME2,1,1
